Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
04-FEB-2022,24774.9,24868.4,24621.45,24699.15,105583814,3367.99
03-FEB-2022,24944.95,25032.6,24678.9,24728.95,88427765,2819.23
02-FEB-2022,25069.1,25138.75,24918.75,24998.95,83759380,2832.67
01-FEB-2022,25180.35,25261.1,24622.5,24888.45,165393165,5052.61
31-JAN-2022,24993.25,25210.65,24901.15,24983.95,123226110,3691.23
28-JAN-2022,24873.1,25079.1,24618.9,24677,145845209,4310.28
27-JAN-2022,24512.2,24744.8,24367.65,24557,138356950,4741.39
25-JAN-2022,24062.95,24800.55,23857.9,24716.4,118821486,4969.19
24-JAN-2022,25098.95,25285.85,24231,24425.25,135559213,4934.87
21-JAN-2022,25113.6,25289.05,24774.5,25055.85,108850499,3797.2
20-JAN-2022,25241.95,25339.65,25049.8,25270.1,106039329,4061.04
19-JAN-2022,25136.2,25330.1,24997.6,25293.95,145497976,3982.23
18-JAN-2022,25266.6,25418.9,24987.85,25054.95,89218194,2810.54
17-JAN-2022,24891.35,25236.5,24875.85,25184.5,101743813,3118.34
14-JAN-2022,24754.45,24902.5,24652.25,24867.85,101087475,4289.58
13-JAN-2022,24629.9,24847.1,24505.55,24817.55,114164409,3795.04
12-JAN-2022,24211,24565.3,24118.9,24515.8,98168858,3834.09
11-JAN-2022,23777.5,24051.45,23706,24003.3,82339432,3462.3
10-JAN-2022,23647.25,23749.8,23517.8,23712.35,75539383,2404.16
07-JAN-2022,23477.1,23641.75,23379,23577.7,110642277,3533.13
06-JAN-2022,23419,23421.25,23148,23370.6,79978737,3025.55
05-JAN-2022,23333.35,23548.25,23274.95,23518,92522578,2921.18
04-JAN-2022,22962.8,23417.25,22924.65,23370.35,117605769,3288.85
03-JAN-2022,22657.85,22892.75,22630.3,22849.25,54482207,1585.37
31-DEC-2021,22531,22692.85,22501,22631.95,54195762,1983.3
30-DEC-2021,22698.45,22726.05,22406.85,22485.4,161921541,6007.21
29-DEC-2021,22770.2,22881.9,22657.7,22745.35,65490106,2834.77
28-DEC-2021,22696.2,22854.3,22665.65,22816.6,65485683,1931.06
27-DEC-2021,22591.35,22640.6,22464.75,22561.45,47929606,1371.08
24-DEC-2021,22907.95,22956.6,22514.25,22588.85,67096569,2086.86
23-DEC-2021,22698.75,22910.4,22661.6,22869.65,75331959,2366.89
22-DEC-2021,22424.55,22616.6,22327.85,22580.3,76295046,3301.56
21-DEC-2021,22319.3,22487.7,22184.9,22325.7,93731318,3107.4
20-DEC-2021,22498.35,22540.85,21841.95,22070.45,140048462,4101.42
17-DEC-2021,23124.85,23193.95,22663.3,22755.75,132046073,4737.77
16-DEC-2021,23411.25,23412,23121.75,23175.15,107198083,3102.8
15-DEC-2021,23385.95,23510,23138.45,23185.7,82726410,2602.67
14-DEC-2021,23093.95,23398.45,23092.3,23361.4,119991179,3730.2
13-DEC-2021,23640,23804,23114.05,23177.35,115013155,3702.78
10-DEC-2021,23340.15,23463.5,23285.8,23429.95,76701056,2410.4
09-DEC-2021,23450.35,23510.65,23325.3,23408.3,79631629,2981.13
08-DEC-2021,23252,23464.25,23243.45,23362.8,88406539,2704.29
07-DEC-2021,23060.45,23238.95,23012.9,23172.5,87910594,2993.7
06-DEC-2021,23319.25,23354.2,22863.75,22900.5,99720764,2953.94
03-DEC-2021,23543.65,23665.3,23206.65,23258.35,150839975,5190.46
02-DEC-2021,23172.55,23541.85,23110.95,23491.6,159868529,4651.53
01-DEC-2021,22817.95,23169.55,22718.75,23110.8,153191639,4132.97
