Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
03-FEB-2023,12308.7,12327.15,12086.85,12184.6,17575481,2327.89
02-FEB-2023,12291.65,12362,12224.65,12306.3,12327966,1084.87
01-FEB-2023,12397.7,12473.45,12252.85,12355.8,20789433,1610.31
31-JAN-2023,12526.85,12549.7,12335.25,12360.25,22941923,1951.42
30-JAN-2023,12531.95,12586.7,12443.25,12484,18137165,1403.8
27-JAN-2023,12476.7,12616.8,12447.85,12508.05,23304313,1909.68
25-JAN-2023,12567.2,12594.5,12409.85,12440.1,19841201,1513.18
24-JAN-2023,12726.2,12732.4,12575.8,12593.85,11122546,986.21
23-JAN-2023,12631.8,12744.4,12586.15,12718.45,9145811,761.58
20-JAN-2023,12714.55,12720.8,12581.35,12606.45,10304902,892.59
19-JAN-2023,12719.4,12754.7,12674.45,12699.05,7240087,555.25
18-JAN-2023,12656.6,12743.4,12631.65,12734.5,10133087,843.82
17-JAN-2023,12678.25,12678.25,12585.05,12648,8847344,803.12
16-JAN-2023,12691.35,12728.1,12592.55,12659.4,9103339,654.07
13-JAN-2023,12689.95,12689.95,12589.6,12668.8,12353940,962.67
12-JAN-2023,12721.2,12721.2,12584.9,12671.45,13662499,1323.24
11-JAN-2023,12782.15,12806.4,12657.4,12682.25,16501444,1299.71
10-JAN-2023,12775.85,12818.25,12736.2,12766.6,12371156,992.02
09-JAN-2023,12729.2,12828.55,12705.3,12770.6,13301359,1080.67
06-JAN-2023,12751.5,12805.6,12625.6,12654.95,13213680,972.66
05-JAN-2023,12660.15,12768.1,12640.15,12753.2,11285566,961.01
04-JAN-2023,12659.05,12708.5,12591.65,12622.75,10239327,951.9
03-JAN-2023,12544.4,12660.85,12515.3,12641.75,12063951,963.8
02-JAN-2023,12618.75,12622.1,12474.15,12551.4,10168465,770.42
30-DEC-2022,12699.85,12700.6,12573.4,12597.6,10152357,847.38
29-DEC-2022,12646.85,12747.75,12528.75,12634.3,17238650,1594.54
28-DEC-2022,12685.55,12745.95,12609.4,12624.15,11131800,923.51
27-DEC-2022,12688.65,12766.55,12640.7,12694.75,14012162,1096.05
26-DEC-2022,12863.8,12890.5,12644.7,12677.1,16090985,1421.2
23-DEC-2022,12881.1,13094.1,12746.7,12784.45,33131383,2740.39
22-DEC-2022,13027,13061.7,12836.95,12892.75,23826204,2089.55
21-DEC-2022,12652.85,12943.6,12645.4,12920.4,33575709,2605.34
20-DEC-2022,12640.4,12647.75,12529.35,12618.45,11487595,906.16
19-DEC-2022,12636.6,12662.2,12529.55,12646.45,11277566,959.01
16-DEC-2022,12762.65,12818.6,12616.55,12636.2,16587233,2534.9
15-DEC-2022,12882.85,12944.25,12793.75,12816.1,11165003,836.95
14-DEC-2022,12846.55,12900.85,12810.65,12883.6,15700951,1147.75
13-DEC-2022,12749.55,12803.95,12702,12797.75,17960450,1262.85
12-DEC-2022,12765.05,12799.75,12687.75,12758.05,14215589,1140.79
09-DEC-2022,12766.95,12822.2,12711.1,12774.7,13202125,1245.01
08-DEC-2022,12880.7,12892.95,12702.75,12728.7,17792253,1661.27
07-DEC-2022,12973.85,13000.95,12855.55,12869.8,11032549,1028.07
06-DEC-2022,13037.75,13056.15,12914.05,12955.35,11503486,936.09
05-DEC-2022,13123.35,13138.8,13000.5,13052.9,12928464,1165.95
02-DEC-2022,13120.8,13125,13006.6,13086.95,15137265,1457.62
01-DEC-2022,13215.55,13215.55,13091.1,13120.65,13055879,1185.76
30-NOV-2022,13110.1,13200.55,13059.65,13144.2,28926882,2607.76
