Price,Close,High,Low,Open,Volume
Ticker,MARUTI.NS,MARUTI.NS,MARUTI.NS,MARUTI.NS,MARUTI.NS
Date,,,,,
2010-01-04,1369.4390869140625,1400.5536760616262,1364.7609296493386,1381.3994898138224,534231
2010-01-05,1338.015380859375,1383.6501694622932,1332.851705404876,1380.0752592056447,1407407
2010-01-06,1290.1741943359375,1344.1503050083008,1288.7177451972998,1339.9133816503431,1571353
2010-01-07,1282.8037109375,1310.7847290573363,1279.890812884268,1295.7791126304173,901165
2010-01-08,1265.0177001953125,1292.0719671839063,1254.3813224287712,1287.8350438849218,1294429
2010-01-11,1284.08349609375,1290.7036206654655,1269.2985512169187,1272.8292843218337,478942
2010-01-12,1271.9461669921875,1290.482509467438,1266.6500691421159,1284.0830578986015,767986
2010-01-13,1261.1336669921875,1279.4493440456174,1245.2895460866985,1268.4158036519848,612474
2010-01-14,1248.864501953125,1273.9327303570844,1245.4661926442725,1270.1813261623727,480493
2010-01-15,1247.628662109375,1273.6237498361886,1242.9505052884383,1244.5834478367788,723389
2010-01-18,1261.6630859375,1277.242464430853,1241.9351399130685,1243.7005061389577,916180
2010-01-19,1252.79248046875,1279.890815320946,1247.3197792294445,1266.6505655072813,1009858
2010-01-20,1287.2607421875,1293.130605736112,1254.2925534136623,1261.17752397058,1376326
2010-01-21,1282.31787109375,1306.3709855231457,1271.0636615900878,1275.4770770817202,1220211
2010-01-22,1274.9915771484375,1286.0692932961513,1240.1697715038383,1271.0636804025105,650256
2010-01-25,1276.5361328125,1301.9574467366745,1246.3484168082605,1246.3484168082605,851324
2010-01-27,1209.0994873046875,1277.2425870671063,1191.887164949602,1263.1196559039593,1180230
2010-01-28,1216.602294921875,1234.8737940209905,1202.2586929541544,1215.4547636646919,835498
2010-01-29,1226.4444580078125,1234.87412792797,1175.734337669804,1213.1601369353082,468949
2010-02-01,1234.829833984375,1253.1455135651292,1213.9102816111904,1226.047177718919,584347
2010-02-02,1212.4095458984375,1251.865441625144,1200.4491455033992,1251.865441625144,573306
2010-02-03,1215.675537109375,1222.428085694211,1200.6257442127535,1204.8626670207275,594119
2010-02-04,1204.9951171875,1222.5163589774727,1196.035860227058,1209.2761096022653,453970
2010-02-05,1199.478271484375,1216.3816770111853,1165.3625428479006,1191.1810275123967,471270
2010-02-08,1202.2586669921875,1225.8704420291704,1189.1507355852118,1213.7776178278723,555655
2010-02-09,1194.049560546875,1212.8065763750924,1185.0020587944407,1196.0355975169216,491001
2010-02-10,1177.4114990234375,1208.040572250469,1172.4243158814306,1196.036098640571,433681
2010-02-11,1197.227294921875,1203.5385011311541,1174.0568617317813,1174.0568617317813,289022
2010-02-15,1179.2645263671875,1208.2165728088937,1174.0566749478728,1203.9796511712902,288768
2010-02-16,1198.1102294921875,1209.6733598844316,1177.4995947177417,1182.530846737827,322869
2010-02-17,1218.323486328125,1224.1933511557343,1205.1274155930016,1209.2318062718807,371999
2010-02-18,1200.140380859375,1226.929797698077,1190.7397820825222,1226.929797698077,323684
2010-02-19,1210.158447265625,1218.9852776614355,1178.381857840707,1195.1528355927471,399798
2010-02-22,1223.61962890625,1238.4045730246844,1216.6023403199542,1218.1028587128044,385247
2010-02-23,1179.0440673828125,1226.0469471044182,1163.1115927530009,1209.1435425185027,484780
